2011,Social Activism,advocacy,http://billdesowitz.com/wp-content/uploads/2011/12/We-Were-Here-graphic.jpg,"We Were Here, a documentary directed by David Weissman and Bill Weber about HIV/AIDS in San Francisco, premieres."
2011,Celebrities and AIDS,,"https://commons.wikimedia.org/wiki/Elizabeth_Taylor#/media/File:Taylor,_Elizabeth_posed.jpg","Elizabeth Taylor, cofounder of AMFAR and HIV/AIDS humanitarian throughout her life, dies at the age of 79."
2012,Public Health and Medicine,,,"The combination pill (brand name Truvada®) was approved in July 2012 by the US Food and Drug Administration as PrEP (pre-exposure prophylaxis), a drug for preventing HIV. HIV Prevention Trials Network (HPTN) 052 study, found that HIV treatment can reduce transmission to an uninfected partner by up to 96 percent."
2012,Political Events,,,"The US Supreme Court upheld the Patient Protection and Affordable Care Act on June 28, 2012."
2012,Social Activism,advocacy,https://www.frontiersmedia.com/Pics/UiA.jpeg,"United in Anger: A History of ACT UP is released: an inspiring documentary using oral histories of members of ACT UP, as well as rare archival footage. How To Survive A Plague is nominated for Best Documentary at the Academy Awards."
2012,Celebrities and AIDS,,https://c1.staticflickr.com/9/8248/8467690128_43b4af9a0e_z.jpg,The XIX International AIDS Conference was held in the United States for the first time in more than 20 years.
2013,Public Health and Medicine,,,"U.S. Year-End Statistics: Based on recent HIV infection and death rates, an estimated 1.25 million people in the U.S. are living with HIV by year’s end — with an estimated 5,000 new HIV infections annually in the U.S. CDC has launched the nation’s first PrEPline — a dedicated national toll-free consultation service for clinicians considering prescribing pre-exposure prophylaxis (PrEP) for their patients. President Obama announces that the National Institutes of Health plans to redirect AIDS research funds to expand support for research directed toward a cure for HIV."
2013,International Information,,,"The treatment of HIV-infected women under the PEPFAR program has prevented a total of more than 1 million infant HIV infections in the past 10 years. New HIV treatment guidelines by WHO recommend offering antiretroviral therapy (ART) earlier. Recent evidence indicates that earlier ART will help people with HIV to live longer, healthier lives, and substantially reduce the risk of transmitting HIV to others. The move could avert an additional 3 million deaths and prevent 3.5 million more new HIV infections between now and 2025."
2013,Political Events,,,"U.S. Congress passes and President Obama signs the HIV Organ Policy Equity (HOPE) Act, which allows persons living with HIV to receive organs from other infected donors. The HOPE Act has the potential to save the lives of about 1,000 HIV-infected patients with liver and kidney failure annually."
2013,Celebrities and AIDS,,http://ia.media-imdb.com/images/M/MV5BMTNjZjk2YmItMjc0Ny00ODE3LWJkOTctZmYyYTFkYTRmMGU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"Dallas Buyers Club film is nominated for Best Picture at the Academy Awards and wins Oscars for Best Actor and Best Supporting Actor. Dallas Buyers Club tells the story of Ron Woodroof who smuggled unapproved pharmaceutical drugs into Texas for treating his symptoms, and distributed them to fellow people with AIDS establishing the Dallas Buyers club."
2014,Public Health and Medicine,,,"U.S. Year-End Statistics: CDC estimates that 1.2 million people in the United States are living with HIV – and nearly one in seven of those are not aware that they are infected. Approximately 50,000 people become newly infected each year. According to the CDC, on May 14, 2014, the US Public Health Service released the first comprehensive clinical practice guidelines for PrEP. These guidelines provide clear criteria for determining a person’s HIV risk and indications for PrEP use. September 2014, UCSF launched the new PrEPLine (855) 448- 7737 (free service) to provide clinicians with advice on PrEP nationwide."
2014,International Information,,,"U.S. Year-End Statistics: CDC estimates that 1.2 million people in the United States are living with HIV – and nearly one in seven of those are not aware that they are infected. Approximately 50,000 people become newly infected each year. According to the CDC, on May 14, 2014, the US Public Health Service released the first comprehensive clinical practice guidelines for PrEP. These guidelines provide clear criteria for determining a person’s HIV risk and indications for PrEP use. September 2014, UCSF launched the new PrEPLine (855) 448- 7737 (free service) to provide clinicians with advice on PrEP nationwide."
2014,Political Events,,,"According to the World Health Organization (WHO), at the end of 2014, 14.9 million people were receiving ART (Antiretroviral Treatment) worldwide; this represents 40% [37–45%] of the 36.9 million [34.3–41.4 million] people living with HIV. Worldwide, Progress has also been made in preventing and eliminating mother-to-child transmission and keeping mothers alive. In 2014, a little over 7 out of 10 pregnant women living with HIV, or 1 070 000 women, received antiretrovirals (ARVs). (WHO)"
2014,Celebrities and AIDS,,http://i.lv3.hbo.com/assets/images/movies/the-normal-heart/the-normal-heart-1024.jpg,"HBO releases ‘The Normal Heart,” a made for TV film based on Larry Kramer’s famous play. The story depicts the rise of the HIV/ AIDS crisis in New York (among gay people) between 1981 and 1984, as seen through the eyes of writer/activist Ned Weeks the founder of a prominent HIV advocacy group."
